"Data","Investor Obligacji kat. A","Investor Obligacji kat. I","Investor Obligacji kat. P"
"2011-02-14",246.94,248.87,252.85
"2011-02-15",246.52,248.46,252.44
"2011-02-16",246.49,248.42,252.41
"2011-02-17",246.6,248.53,252.52
"2011-02-18",246.56,248.5,252.5
"2011-02-21",246.79,248.73,252.74
"2011-02-22",246.72,248.65,252.67
"2011-02-23",246.8,248.74,252.76
"2011-02-24",246.81,248.75,252.77
"2011-02-25",246.82,248.76,252.78
"2011-02-28",247.29,249.23,253.27
"2011-03-01",247.26,249.21,253.25
"2011-03-02",247.3,249.24,253.29
"2011-03-03",247.07,249.02,253.07
"2011-03-04",246.96,248.91,252.96
"2011-03-07",247.05,249.0,253.06
"2011-03-08",246.82,248.76,252.83
"2011-03-09",246.89,248.84,252.91
"2011-03-10",247.04,248.99,253.07
"2011-03-11",246.98,248.93,253.01
"2011-03-14",247.39,249.34,253.43
"2011-03-15",247.6,249.55,253.64
"2011-03-16",247.64,249.59,253.7
"2011-03-17",247.68,249.63,253.73
"2011-03-18",247.66,249.61,253.72
"2011-03-21",247.72,249.67,253.79
"2011-03-22",247.76,249.71,253.84
"2011-03-23",247.72,249.68,253.81
"2011-03-24",247.79,249.75,253.88
"2011-03-25",247.87,249.83,253.97
"2011-03-28",247.83,249.79,253.94
"2011-03-29",247.88,249.84,253.99
"2011-03-30",247.99,249.95,254.1
"2011-03-31",248.09,250.05,254.22
"2011-04-01",248.07,250.03,254.19
"2011-04-04",248.41,250.37,254.55
"2011-04-05",248.6,250.56,254.74
"2011-04-06",248.72,250.69,254.88
"2011-04-07",248.69,250.65,254.85
"2011-04-08",248.72,250.68,254.88
"2011-04-11",248.78,250.75,254.95
"2011-04-12",248.77,250.74,254.95
"2011-04-13",248.49,250.46,254.67
"2011-04-14",248.58,250.55,254.76
"2011-04-15",248.76,250.73,254.95
"2011-04-18",248.77,250.75,254.98
"2011-04-19",248.82,250.79,255.03
"2011-04-20",248.96,250.94,255.18
"2011-04-21",249.28,251.25,255.5
"2011-04-26",249.49,251.47,255.73
"2011-04-27",249.38,251.36,255.63
"2011-04-28",249.42,251.4,255.68
"2011-04-29",249.45,251.43,255.71
"2011-05-02",249.59,251.57,255.86
"2011-05-04",249.74,251.72,256.02
"2011-05-05",249.81,251.79,256.1
"2011-05-06",250.08,252.06,256.37
"2011-05-09",250.26,252.25,256.57
"2011-05-10",250.26,252.24,256.57
"2011-05-11",250.23,252.21,256.54
"2011-05-12",250.08,252.07,256.41
"2011-05-13",250.13,252.12,256.46
"2011-05-16",250.22,252.21,256.56
"2011-05-17",250.33,252.32,256.68
"2011-05-18",250.59,252.58,256.94
"2011-05-19",250.46,252.45,256.81
"2011-05-20",250.59,252.58,256.95
"2011-05-23",250.58,252.58,256.96
"2011-05-24",250.6,252.59,256.97
"2011-05-25",250.53,252.53,256.92
"2011-05-26",250.47,252.47,256.86
"2011-05-27",250.56,252.56,256.96
"2011-05-30",250.79,252.78,257.19
"2011-05-31",250.94,252.93,257.35
"2011-06-01",251.11,253.11,257.53
"2011-06-02",251.15,253.15,257.57
"2011-06-03",251.42,253.43,257.85
"2011-06-06",251.65,253.66,258.09
"2011-06-07",251.77,253.77,258.22
"2011-06-08",252.16,254.17,258.61
"2011-06-09",252.31,254.32,258.77
"2011-06-10",252.57,254.58,259.03
"2011-06-13",252.54,254.55,259.02
"2011-06-14",252.34,254.35,258.82
"2011-06-15",252.18,254.19,258.66
"2011-06-16",251.97,253.98,258.45
"2011-06-17",252.06,254.08,258.56
"2011-06-20",252.18,254.19,258.68
"2011-06-21",252.74,254.75,259.25
"2011-06-22",252.75,254.77,259.27
"2011-06-24",252.7,254.71,259.22
"2011-06-27",252.95,254.96,259.49
"2011-06-28",252.94,254.96,259.48
"2011-06-29",253.11,255.13,259.66
"2011-06-30",253.48,255.5,260.04
"2011-07-01",253.62,255.64,260.18
"2011-07-04",253.77,255.79,260.34
"2011-07-05",253.71,255.73,260.29
"2011-07-06",253.65,255.67,260.23
"2011-07-07",253.76,255.78,260.34
"2011-07-08",253.72,255.74,260.31
"2011-07-11",253.23,255.26,259.84
"2011-07-12",252.91,254.94,259.52
"2011-07-13",253.62,255.65,260.24
"2011-07-14",254.01,256.04,260.64
"2011-07-15",253.92,255.95,260.55
"2011-07-18",253.75,255.78,260.39
"2011-07-19",253.88,255.91,260.53
"2011-07-20",254.11,256.14,260.76
"2011-07-21",254.27,256.31,260.93
"2011-07-22",254.13,256.17,260.79
"2011-07-25",254.17,256.21,260.85
"2011-07-26",254.48,256.51,261.16
"2011-07-27",254.41,256.44,261.09
"2011-07-28",254.5,256.54,261.19
"2011-07-29",254.5,256.54,261.19
"2011-08-01",254.78,256.81,261.48
"2011-08-02",255.1,257.14,261.82
"2011-08-03",255.37,257.41,262.09
"2011-08-04",255.47,257.51,262.19
"2011-08-05",255.21,257.25,261.93
"2011-08-08",254.91,256.95,261.65
"2011-08-09",254.59,256.63,261.34
"2011-08-10",255.08,257.13,261.83
"2011-08-11",254.68,256.73,261.44
"2011-08-12",254.79,256.83,261.55
"2011-08-16",255.35,257.4,262.13
"2011-08-17",255.91,257.96,262.7
"2011-08-18",256.15,258.2,262.93
"2011-08-19",256.11,258.16,262.9
"2011-08-22",256.5,258.55,263.3
"2011-08-23",256.55,258.61,263.37
"2011-08-24",256.62,258.68,263.44
"2011-08-25",256.3,258.35,263.12
"2011-08-26",256.32,258.38,263.15
"2011-08-29",256.55,258.61,263.39
"2011-08-30",256.68,258.73,263.52
"2011-08-31",257.05,259.1,263.9
"2011-09-01",257.0,259.06,263.86
"2011-09-02",256.97,259.03,263.83
"2011-09-05",257.45,259.51,264.32
"2011-09-06",258.22,260.28,265.1
"2011-09-07",257.89,259.95,264.77
"2011-09-08",257.84,259.91,264.73
"2011-09-09",257.28,259.35,264.18
"2011-09-12",256.97,259.04,263.88
"2011-09-13",257.06,259.13,263.97
"2011-09-14",257.01,259.08,263.93
"2011-09-15",257.17,259.24,264.09
"2011-09-16",257.19,259.26,264.12
"2011-09-19",257.09,259.16,264.03
"2011-09-20",257.14,259.21,264.09
"2011-09-21",257.13,259.21,264.08
"2011-09-22",256.96,259.03,263.92
"2011-09-23",256.93,259.0,263.89
"2011-09-26",257.04,259.11,264.01
"2011-09-27",257.21,259.29,264.19
"2011-09-28",257.08,259.16,264.06
"2011-09-29",257.52,259.6,264.51
"2011-09-30",257.16,259.24,264.16
"2011-10-03",257.1,259.18,264.11
"2011-10-04",257.07,259.15,264.08
"2011-10-05",257.26,259.34,264.28
"2011-10-06",257.38,259.47,264.41
"2011-10-07",257.63,259.71,264.66
"2011-10-10",257.83,259.92,264.88
"2011-10-11",257.53,259.62,264.58
"2011-10-12",257.79,259.87,264.84
"2011-10-13",257.61,259.7,264.67
"2011-10-14",257.69,259.78,264.75
"2011-10-17",257.74,259.83,264.82
"2011-10-18",257.52,259.61,264.6
"2011-10-19",257.7,259.79,264.78
"2011-10-20",257.31,259.4,264.4
"2011-10-21",257.66,259.75,264.76
"2011-10-24",257.57,259.66,264.68
"2011-10-25",257.82,259.91,264.93
"2011-10-26",257.95,260.04,265.07
"2011-10-27",258.46,260.56,265.59
"2011-10-28",258.35,260.45,265.48
"2011-10-31",258.29,260.39,265.44
"2011-11-02",258.29,260.39,265.44
"2011-11-03",258.55,260.65,265.71
"2011-11-04",258.55,260.65,265.72
"2011-11-07",258.62,260.72,265.8
"2011-11-08",258.71,260.81,265.89
"2011-11-09",258.46,260.57,265.65
"2011-11-10",258.06,260.16,265.25
"2011-11-14",258.24,260.35,265.46
"2011-11-15",257.97,260.08,265.19
"2011-11-16",258.12,260.23,265.34
"2011-11-17",258.01,260.12,265.24
"2011-11-18",258.2,260.31,265.44
"2011-11-21",258.01,260.12,265.26
"2011-11-22",258.01,260.12,265.26
"2011-11-23",257.37,259.49,264.63
"2011-11-24",256.99,259.1,264.25
"2011-11-25",256.64,258.76,263.91
"2011-11-28",256.99,259.11,264.27
"2011-11-29",256.93,259.05,264.22
"2011-11-30",257.5,259.62,264.79
"2011-12-01",257.57,259.69,264.86
"2011-12-02",257.91,260.03,265.21
"2011-12-05",258.35,260.47,265.67
"2011-12-06",258.14,260.26,265.46
"2011-12-07",258.02,260.14,265.34
"2011-12-08",257.75,259.87,265.08
"2011-12-09",257.95,260.07,265.29
"2011-12-12",257.88,260.0,265.23
"2011-12-13",257.75,259.87,265.1
"2011-12-14",257.75,259.87,265.11
"2011-12-15",257.96,260.09,265.33
"2011-12-16",258.13,260.26,265.5
"2011-12-19",258.28,260.41,265.67
"2011-12-20",258.47,260.6,265.86
"2011-12-21",258.52,260.65,265.91
"2011-12-22",258.66,260.79,266.05
"2011-12-23",258.72,260.85,266.12
"2011-12-27",258.79,260.93,266.22
"2011-12-28",258.71,260.85,266.14
"2011-12-29",258.64,260.78,266.08
"2011-12-30",258.66,260.79,266.09
"2012-01-02",258.8,260.94,266.26
"2012-01-03",258.96,261.1,266.42
"2012-01-04",258.72,260.86,266.19
"2012-01-05",258.5,260.64,265.97
"2012-01-09",258.59,260.73,266.08
"2012-01-10",258.67,260.81,266.16
"2012-01-11",258.67,260.82,266.17
"2012-01-12",258.68,260.83,266.18
"2012-01-13",258.71,260.85,266.21
"2012-01-16",258.84,260.99,266.36
"2012-01-17",258.88,261.03,266.41
"2012-01-18",258.89,261.04,266.42
"2012-01-19",259.09,261.24,266.63
"2012-01-20",259.22,261.37,266.76
"2012-01-23",259.56,261.71,267.12
"2012-01-24",259.31,261.46,266.87
"2012-01-25",259.15,261.31,266.72
"2012-01-26",259.74,261.89,267.31
"2012-01-27",259.7,261.86,267.28
"2012-01-30",259.54,261.7,267.13
"2012-01-31",260.08,262.24,267.67
"2012-02-01",260.24,262.4,267.84
"2012-02-02",260.17,262.33,267.78
"2012-02-03",260.32,262.48,267.93
"2012-02-06",260.17,262.34,267.8
"2012-02-07",260.25,262.41,267.88
"2012-02-08",260.41,262.58,268.05
"2012-02-09",260.32,262.48,267.95
"2012-02-10",260.26,262.42,267.9
"2012-02-13",260.43,262.6,268.09
"2012-02-14",260.53,262.7,268.19
"2012-02-15",260.75,262.92,268.41
"2012-02-16",260.72,262.89,268.39
"2012-02-17",260.91,263.08,268.59
"2012-02-20",261.14,263.31,268.83
"2012-02-21",260.97,263.14,268.67
"2012-02-22",260.73,262.91,268.43
"2012-02-23",260.94,263.11,268.64
"2012-02-24",261.01,263.18,268.72
"2012-02-27",261.07,263.24,268.79
"2012-02-28",261.3,263.48,269.03
"2012-02-29",261.58,263.76,269.31
"2012-03-01",261.76,263.93,269.5
"2012-03-02",261.98,264.16,269.73
"2012-03-05",262.01,264.19,269.77
"2012-03-06",261.78,263.96,269.54
"2012-03-07",261.89,264.07,269.66
"2012-03-08",262.41,264.6,270.19
"2012-03-09",262.84,265.02,270.62
"2012-03-12",263.05,265.23,270.84
"2012-03-13",263.03,265.22,270.83
"2012-03-14",262.4,264.59,270.21
"2012-03-15",262.42,264.61,270.23
"2012-03-16",262.17,264.36,269.99
"2012-03-19",262.44,264.63,270.27
"2012-03-20",262.45,264.64,270.28
"2012-03-21",261.95,264.14,269.79
"2012-03-22",262.05,264.24,269.9
"2012-03-23",262.16,264.35,270.01
"2012-03-26",262.16,264.35,270.03
"2012-03-27",262.14,264.34,270.01
"2012-03-28",261.96,264.16,269.84
"2012-03-29",261.95,264.15,269.84
"2012-03-30",262.38,264.58,270.27
"2012-04-02",262.52,264.71,270.42
"2012-04-03",262.71,264.91,270.62
"2012-04-04",262.28,264.48,270.19
"2012-04-05",261.85,264.05,269.77
"2012-04-10",261.93,264.13,269.87
"2012-04-11",262.18,264.39,270.13
"2012-04-12",262.32,264.53,270.28
"2012-04-13",262.11,264.32,270.07
"2012-04-16",261.98,264.19,269.96
"2012-04-17",262.23,264.44,270.21
"2012-04-18",262.22,264.43,270.21
"2012-04-19",262.73,264.94,270.72
"2012-04-20",262.85,265.06,270.85
"2012-04-23",262.98,265.19,270.99
"2012-04-24",263.23,265.44,271.24
"2012-04-25",263.42,265.63,271.44
"2012-04-26",263.55,265.76,271.57
"2012-04-27",263.48,265.69,271.51
"2012-04-30",263.5,265.72,271.55
"2012-05-02",263.91,266.13,271.97
"2012-05-04",264.16,266.38,272.23
"2012-05-07",264.27,266.49,272.36
"2012-05-08",263.87,266.09,271.96
"2012-05-09",263.67,265.89,271.76
"2012-05-10",263.6,265.83,271.7
"2012-05-11",263.62,265.85,271.73
"2012-05-14",263.24,265.46,271.35
"2012-05-15",263.3,265.52,271.42
"2012-05-16",263.43,265.65,271.55
"2012-05-17",263.11,265.34,271.25
"2012-05-18",263.31,265.54,271.45
"2012-05-21",263.65,265.88,271.8
"2012-05-22",263.71,265.94,271.87
"2012-05-23",263.39,265.62,271.55
"2012-05-24",263.64,265.87,271.81
"2012-05-25",263.79,266.02,271.96
"2012-05-28",263.93,266.17,272.12
"2012-05-29",264.06,266.3,272.26
"2012-05-30",263.79,266.03,271.99
"2012-05-31",263.83,266.07,272.04
"2012-06-01",264.05,266.29,272.27
"2012-06-04",264.3,266.54,272.53
"2012-06-05",264.43,266.67,272.66
"2012-06-06",264.59,266.83,272.83
"2012-06-08",264.81,267.05,273.06
"2012-06-11",264.86,267.1,273.12
"2012-06-12",264.7,266.94,272.97
"2012-06-13",264.94,267.18,273.21
"2012-06-14",265.0,267.25,273.28
"2012-06-15",265.15,267.4,273.43
"2012-06-18",265.15,267.4,273.45
"2012-06-19",265.49,267.74,273.8
"2012-06-20",265.71,267.96,274.02
"2012-06-21",265.96,268.21,274.27
"2012-06-22",266.02,268.27,274.34
"2012-06-25",266.1,268.36,274.44
"2012-06-26",266.04,268.29,274.38
"2012-06-27",266.01,268.26,274.36
"2012-06-28",266.01,268.27,274.37
"2012-06-29",266.27,268.53,274.63
"2012-07-02",266.45,268.7,274.82
"2012-07-03",266.67,268.93,275.04
"2012-07-04",266.68,268.94,275.06
"2012-07-05",266.56,268.82,274.95
"2012-07-06",266.45,268.71,274.84
"2012-07-09",266.69,268.95,275.1
"2012-07-10",266.8,269.06,275.22
"2012-07-11",266.86,269.12,275.28
"2012-07-12",267.36,269.63,275.79
"2012-07-13",267.7,269.97,276.13
"2012-07-16",267.92,270.19,276.36
"2012-07-17",267.88,270.15,276.33
"2012-07-18",268.3,270.57,276.76
"2012-07-19",268.73,271.0,277.19
"2012-07-20",268.39,270.66,276.86
"2012-07-23",268.14,270.42,276.63
"2012-07-24",267.76,270.03,276.25
"2012-07-25",268.25,270.53,276.75
"2012-07-26",268.8,271.07,277.3
"2012-07-27",268.74,271.01,277.24
"2012-07-30",268.72,271.0,277.24
"2012-07-31",269.22,271.5,277.75
"2012-08-01",269.46,271.74,277.99
"2012-08-02",269.51,271.79,278.04
"2012-08-03",270.25,272.53,278.79
"2012-08-06",270.45,272.73,279.0
"2012-08-07",269.49,271.77,278.05
"2012-08-08",269.6,271.88,278.16
"2012-08-09",269.16,271.44,277.73
"2012-08-10",268.76,271.04,277.34
"2012-08-13",268.98,271.26,277.57
"2012-08-14",268.97,271.26,277.57
"2012-08-16",269.1,271.39,277.71
"2012-08-17",269.3,271.59,277.92
"2012-08-20",269.51,271.8,278.14
"2012-08-21",269.62,271.91,278.25
"2012-08-22",269.63,271.93,278.28
"2012-08-23",269.8,272.09,278.45
"2012-08-24",269.83,272.13,278.49
"2012-08-27",270.05,272.34,278.72
"2012-08-28",270.13,272.43,278.8
"2012-08-29",270.0,272.3,278.68
"2012-08-30",270.1,272.4,278.79
"2012-08-31",270.55,272.84,279.24
"2012-09-03",270.8,273.1,279.5
"2012-09-04",271.2,273.5,279.91
"2012-09-05",271.06,273.36,279.78
"2012-09-06",271.18,273.48,279.9
"2012-09-07",271.16,273.47,279.89
"2012-09-10",271.03,273.34,279.77
"2012-09-11",271.23,273.54,279.98
"2012-09-12",270.9,273.21,279.66
"2012-09-13",271.04,273.34,279.8
"2012-09-14",270.38,272.69,279.15
"2012-09-17",270.28,272.59,279.06
"2012-09-18",270.45,272.76,279.24
"2012-09-19",270.53,272.84,279.32
"2012-09-20",270.63,272.94,279.43
"2012-09-21",270.76,273.07,279.56
"2012-09-24",270.82,273.14,279.64
"2012-09-25",271.03,273.35,279.85
"2012-09-26",271.7,274.02,280.53
"2012-09-27",272.1,274.41,280.93
"2012-09-28",272.39,274.7,281.22
"2012-10-01",272.28,274.6,281.13
"2012-10-02",272.54,274.86,281.4
"2012-10-03",272.41,274.73,281.28
"2012-10-04",272.21,274.53,281.08
"2012-10-05",272.76,275.09,281.64
"2012-10-08",272.81,275.14,281.7
"2012-10-09",272.71,275.04,281.61
"2012-10-10",273.05,275.38,281.96
"2012-10-11",273.45,275.78,282.36
"2012-10-12",273.39,275.72,282.31
"2012-10-15",273.69,276.02,282.62
"2012-10-16",273.38,275.71,282.32
"2012-10-17",273.69,276.02,282.63
"2012-10-18",273.87,276.2,282.82
"2012-10-19",274.4,276.73,283.35
"2012-10-22",274.41,276.75,283.38
"2012-10-23",274.39,276.73,283.37
"2012-10-24",274.29,276.63,283.27
"2012-10-25",274.24,276.57,283.22
"2012-10-26",274.29,276.62,283.27
"2012-10-29",274.22,276.55,283.22
"2012-10-30",274.07,276.41,283.08
"2012-10-31",274.44,276.78,283.46
"2012-11-02",275.25,277.59,284.28
"2012-11-05",275.86,278.2,284.9
"2012-11-06",275.85,278.2,284.9
"2012-11-07",276.5,278.85,285.55
"2012-11-08",276.65,278.99,285.71
"2012-11-09",277.32,279.66,286.38
"2012-11-12",277.55,279.89,286.63
"2012-11-13",277.62,279.97,286.71
"2012-11-14",277.62,279.97,286.71
"2012-11-15",277.57,279.92,286.66
"2012-11-16",277.58,279.93,286.68
"2012-11-19",277.55,279.9,286.67
"2012-11-20",277.41,279.77,286.54
"2012-11-21",277.46,279.82,286.59
"2012-11-22",277.46,279.81,286.59
"2012-11-23",277.65,280.0,286.79
"2012-11-26",278.12,280.48,287.28
"2012-11-27",278.53,280.89,287.69
"2012-11-28",279.06,281.42,288.22
"2012-11-29",279.07,281.43,288.24
"2012-11-30",279.85,282.21,289.03
"2012-12-03",279.5,281.86,288.7
"2012-12-04",279.47,281.84,288.67
"2012-12-05",279.64,282.0,288.84
"2012-12-06",279.86,282.23,289.07
"2012-12-07",280.64,283.01,289.86
"2012-12-10",281.46,283.83,290.69
"2012-12-11",281.42,283.79,290.66
"2012-12-12",281.7,284.06,290.94
"2012-12-13",281.42,283.79,290.67
"2012-12-14",281.11,283.48,290.36
"2012-12-17",281.17,283.54,290.44
"2012-12-18",281.23,283.6,290.5
"2012-12-19",281.44,283.82,290.72
"2012-12-20",282.51,284.88,291.79
"2012-12-21",283.01,285.39,292.3
"2012-12-27",283.26,285.64,292.59
"2012-12-28",283.23,285.61,292.57
"2013-01-02",282.77,285.15,292.13
"2013-01-03",281.94,284.33,291.31
"2013-01-04",281.59,283.98,290.96
"2013-01-07",282.06,284.44,291.45
"2013-01-08",282.82,285.21,292.22
"2013-01-09",282.2,284.58,291.6
"2013-01-10",281.44,283.83,290.85
"2013-01-11",280.7,283.09,290.11
"2013-01-14",281.01,283.41,290.44
"2013-01-15",280.85,283.24,290.28
"2013-01-16",280.39,282.78,289.83
"2013-01-17",280.87,283.27,290.32
"2013-01-18",281.23,283.62,290.68
"2013-01-21",281.33,283.72,290.79
"2013-01-22",281.44,283.83,290.91
"2013-01-23",282.55,284.94,292.02
"2013-01-24",282.86,285.26,292.34
"2013-01-25",282.31,284.71,291.8
"2013-01-28",281.9,284.3,291.4
"2013-01-29",282.31,284.71,291.82
"2013-01-30",282.04,284.44,291.56
"2013-01-31",282.5,284.91,292.03
"2013-02-01",282.6,285.01,292.13
"2013-02-04",282.55,284.95,292.09
"2013-02-05",282.37,284.78,291.92
"2013-02-06",281.92,284.33,291.48
"2013-02-07",281.64,284.05,291.21
"2013-02-08",281.46,283.87,291.02
"2013-02-11",281.09,283.5,290.67
"2013-02-12",280.72,283.13,290.31
"2013-02-13",280.88,283.29,290.47
"2013-02-14",280.99,283.4,290.59
"2013-02-15",281.45,283.86,291.05
"2013-02-18",281.73,284.14,291.35
"2013-02-19",281.69,284.11,291.32
"2013-02-20",281.42,283.84,291.05
"2013-02-21",281.88,284.3,291.52
"2013-02-22",281.81,284.23,291.45
"2013-02-25",281.43,283.85,291.09
"2013-02-26",281.74,284.16,291.41
"2013-02-27",281.74,284.17,291.42
"2013-02-28",281.76,284.19,291.44
"2013-03-01",281.75,284.17,291.43
"2013-03-04",281.8,284.23,291.5
"2013-03-05",281.34,283.77,291.04
"2013-03-06",282.04,284.47,291.75
"2013-03-07",282.07,284.5,291.79
"2013-03-08",281.94,284.37,291.66
"2013-03-11",282.16,284.59,291.9
"2013-03-12",282.54,284.97,292.28
"2013-03-13",283.07,285.5,292.81
"2013-03-14",283.37,285.81,293.13
"2013-03-15",283.78,286.21,293.54
"2013-03-18",283.95,286.39,293.73
"2013-03-19",283.5,285.93,293.28
"2013-03-20",283.17,285.6,292.95
"2013-03-21",283.22,285.66,293.01
"2013-03-22",283.56,286.0,293.36
"2013-03-25",283.9,286.34,293.71
"2013-03-26",283.79,286.23,293.61
"2013-03-27",283.91,286.35,293.73
"2013-03-28",283.61,286.06,293.45
"2013-04-02",284.08,286.54,293.96
"2013-04-03",284.21,286.66,294.09
"2013-04-04",284.64,287.1,294.55
"2013-04-05",285.55,288.02,295.5
"2013-04-08",286.48,288.96,296.48
"2013-04-09",286.1,288.57,296.09
"2013-04-10",286.15,288.62,296.15
"2013-04-11",286.03,288.51,296.03
"2013-04-12",286.08,288.56,296.09
"2013-04-15",286.38,288.86,296.42
"2013-04-17",286.81,289.3,296.87
"2013-04-18",287.04,289.53,297.11
"2013-04-19",287.2,289.69,297.28
"2013-04-22",287.42,289.92,297.54
"2013-04-23",287.63,290.12,297.75
"2013-04-24",287.43,289.93,297.55
"2013-04-25",287.4,289.9,297.53
"2013-04-26",287.94,290.44,298.09
"2013-04-29",288.25,290.76,298.43
"2013-04-30",288.63,291.14,298.83
"2013-05-02",289.25,291.77,299.49
"2013-05-06",288.86,291.38,299.11
"2013-05-07",288.86,291.38,299.11
"2013-05-08",289.68,292.21,299.97
"2013-05-09",290.38,292.92,300.7
"2013-05-10",289.68,292.21,299.98
"2013-05-13",289.38,291.91,299.69
"2013-05-14",289.66,292.19,299.98
"2013-05-15",289.39,291.93,299.71
"2013-05-16",289.31,291.85,299.64
"2013-05-17",289.48,292.02,299.82
"2013-05-20",288.74,291.28,299.07
"2013-05-21",288.39,290.92,298.71
"2013-05-22",288.95,291.49,299.3
"2013-05-23",287.56,290.08,297.86
"2013-05-24",288.15,290.68,298.48
"2013-05-27",288.21,290.74,298.56
"2013-05-28",287.95,290.48,298.29
"2013-05-29",287.45,289.97,297.78
"2013-05-31",286.87,289.39,297.19
"2013-06-03",287.22,289.75,297.57
"2013-06-04",287.59,290.13,297.97
"2013-06-05",287.33,289.86,297.7
"2013-06-06",286.16,288.68,296.5
"2013-06-07",286.26,288.78,296.6
"2013-06-10",285.56,288.08,295.9
"2013-06-11",285.14,287.66,295.47
"2013-06-12",285.55,288.07,295.89
"2013-06-13",286.07,288.59,296.44
"2013-06-14",286.7,289.23,297.1
"2013-06-17",286.48,289.02,296.9
"2013-06-18",286.04,288.57,296.45
"2013-06-19",286.27,288.8,296.69
"2013-06-20",284.38,286.9,294.74
"2013-06-21",283.79,286.3,294.13
"2013-06-24",282.84,285.34,293.16
"2013-06-25",283.7,286.22,294.06
"2013-06-26",283.97,286.49,294.35
"2013-06-27",284.6,287.13,295.01
"2013-06-28",284.15,286.67,294.54
"2013-07-01",284.63,287.16,295.06
"2013-07-02",285.53,288.06,295.99
"2013-07-03",285.58,288.12,296.05
"2013-07-04",286.2,288.75,296.71
"2013-07-05",285.88,288.42,296.38
"2013-07-08",286.22,288.77,296.75
"2013-07-09",286.71,289.26,297.26
"2013-07-10",286.49,289.04,297.04
"2013-07-11",286.56,289.11,297.11
"2013-07-12",286.76,289.31,297.33
"2013-07-15",286.76,289.32,297.35
"2013-07-16",286.8,289.36,297.39
"2013-07-17",286.38,288.94,296.97
"2013-07-18",287.02,289.59,297.64
"2013-07-19",287.31,289.88,297.95
"2013-07-22",288.03,290.61,298.71
"2013-07-23",287.29,289.86,297.95
"2013-07-24",286.64,289.2,297.27
"2013-07-25",286.62,289.18,297.26
"2013-07-26",286.82,289.39,297.48
"2013-07-29",286.95,289.52,297.63
"2013-07-30",286.74,289.31,297.42
"2013-07-31",286.35,288.92,297.02
"2013-08-01",286.21,288.78,296.88
"2013-08-02",286.1,288.67,296.77
"2013-08-05",286.11,288.68,296.8
"2013-08-06",286.0,288.57,296.69
"2013-08-07",286.09,288.66,296.79
"2013-08-08",286.18,288.75,296.89
"2013-08-09",286.26,288.83,296.98
"2013-08-12",286.26,288.84,297.0
"2013-08-13",285.91,288.48,296.64
"2013-08-14",285.51,288.08,296.23
"2013-08-16",285.31,287.88,296.03
"2013-08-20",285.18,287.75,295.92
"2013-08-21",285.05,287.62,295.8
"2013-08-22",284.94,287.51,295.68
"2013-08-23",284.99,287.56,295.74
"2013-08-26",285.14,287.72,295.92
"2013-08-27",284.94,287.51,295.71
"2013-08-28",284.57,287.14,295.33
"2013-08-29",284.63,287.21,295.41
"2013-08-30",284.87,287.45,295.66
"2013-09-02",284.69,287.27,295.5
"2013-09-03",283.96,286.53,294.74
"2013-09-04",283.31,285.87,294.07
"2013-09-05",282.72,285.28,293.46
"2013-09-06",282.28,284.84,293.01
"2013-09-09",282.55,285.11,293.31
"2013-09-10",282.54,285.11,293.31
"2013-09-11",282.86,285.43,293.65
"2013-09-12",282.87,285.44,293.66
"2013-09-13",283.17,285.74,293.98
"2013-09-16",284.19,286.77,295.05
"2013-09-17",283.38,285.95,294.22
"2013-09-18",283.5,286.08,294.35
"2013-09-19",284.64,287.23,295.54
"2013-09-20",284.3,286.89,295.2
"2013-09-23",284.57,287.16,295.49
"2013-09-24",284.8,287.39,295.73
"2013-09-25",284.36,286.95,295.29
"2013-09-26",283.87,286.46,294.78
"2013-09-27",283.9,286.48,294.82
"2013-09-30",283.69,286.28,294.62
"2013-10-01",283.83,286.42,294.77
"2013-10-02",284.16,286.75,295.12
"2013-10-03",284.26,286.85,295.22
"2013-10-04",284.13,286.72,295.1
"2013-10-07",284.58,287.18,295.58
"2013-10-08",284.43,287.03,295.44
"2013-10-09",284.59,287.19,295.61
"2013-10-10",284.23,286.83,295.23
"2013-10-11",284.56,287.17,295.59
"2013-10-14",285.1,287.71,296.16
"2013-10-15",285.61,288.22,296.7
"2013-10-16",285.52,288.14,296.61
"2013-10-17",286.26,288.88,297.38
"2013-10-18",286.5,289.13,297.64
"2013-10-21",286.09,288.72,297.24
"2013-10-22",286.53,289.16,297.69
"2013-10-23",287.15,289.78,298.34
"2013-10-24",287.99,290.63,299.22
"2013-10-25",287.51,290.15,298.73
"2013-10-28",288.02,290.67,299.29
"2013-10-29",287.96,290.6,299.22
"2013-10-30",287.7,290.35,298.96
"2013-10-31",287.47,290.11,298.72
"2013-11-04",286.82,289.47,298.08
"2013-11-05",286.21,288.85,297.45
"2013-11-06",286.42,289.06,297.67
"2013-11-07",287.12,289.77,298.41
"2013-11-08",286.02,288.66,297.27
"2013-11-12",285.91,288.55,297.18
"2013-11-13",286.23,288.87,297.52
"2013-11-14",286.46,289.11,297.76
"2013-11-15",286.27,288.91,297.57
"2013-11-18",286.33,288.98,297.65
"2013-11-19",286.14,288.79,297.46
"2013-11-20",286.12,288.77,297.45
"2013-11-21",286.09,288.74,297.42
"2013-11-22",286.16,288.81,297.5
"2013-11-25",286.26,288.91,297.62
"2013-11-26",286.14,288.79,297.5
"2013-11-27",285.86,288.51,297.22
