"Data","Investor Obligacji kat. A","Investor Obligacji kat. I","Investor Obligacji kat. P"
"2013-11-28",285.76,288.41,297.12
"2013-11-29",285.9,288.55,297.27
"2013-12-02",285.75,288.4,297.13
"2013-12-03",285.85,288.51,297.25
"2013-12-04",285.9,288.56,297.3
"2013-12-05",285.86,288.51,297.26
"2013-12-06",285.97,288.63,297.39
"2013-12-09",286.22,288.89,297.66
"2013-12-10",286.43,289.1,297.89
"2013-12-11",286.34,289.01,297.8
"2013-12-12",286.23,288.9,297.69
"2013-12-13",286.4,289.07,297.87
"2013-12-16",286.83,289.51,298.34
"2013-12-17",286.84,289.51,298.35
"2013-12-18",287.21,289.89,298.74
"2013-12-19",287.1,289.78,298.64
"2013-12-20",286.94,289.62,298.48
"2013-12-23",287.18,289.86,298.74
"2013-12-27",287.03,289.72,298.61
"2013-12-30",286.97,289.66,298.57
"2014-01-02",286.62,289.3,298.22
"2014-01-03",286.4,289.09,298.0
"2014-01-07",286.38,289.07,298.0
"2014-01-08",286.61,289.3,298.24
"2014-01-09",286.74,289.43,298.38
"2014-01-10",287.25,289.95,298.93
"2014-01-13",287.63,290.34,299.34
"2014-01-14",287.52,290.23,299.23
"2014-01-15",287.52,290.22,299.23
"2014-01-16",287.63,290.34,299.35
"2014-01-17",287.84,290.55,299.58
"2014-01-20",287.9,290.61,299.66
"2014-01-21",287.68,290.39,299.43
"2014-01-22",287.61,290.32,299.37
"2014-01-23",287.71,290.42,299.48
"2014-01-24",287.34,290.05,299.1
"2014-01-27",286.86,289.57,298.62
"2014-01-28",287.16,289.87,298.93
"2014-01-29",286.46,289.17,298.22
"2014-01-30",285.91,288.62,297.65
"2014-01-31",285.53,288.23,297.26
"2014-02-03",285.75,288.45,297.5
"2014-02-04",286.33,289.04,298.12
"2014-02-05",286.48,289.2,298.28
"2014-02-06",286.66,289.37,298.47
"2014-02-07",286.78,289.49,298.6
"2014-02-10",286.84,289.56,298.68
"2014-02-11",286.67,289.39,298.51
"2014-02-12",286.66,289.38,298.5
"2014-02-13",286.62,289.34,298.47
"2014-02-14",286.82,289.54,298.69
"2014-02-17",286.98,289.7,298.87
"2014-02-18",287.01,289.74,298.91
"2014-02-19",286.76,289.48,298.65
"2014-02-20",286.85,289.58,298.75
"2014-02-21",287.24,289.97,299.16
"2014-02-24",287.52,290.26,299.47
"2014-02-25",287.56,290.29,299.52
"2014-02-26",287.42,290.16,299.38
"2014-02-27",287.61,290.35,299.58
"2014-02-28",287.75,290.49,299.73
"2014-03-03",287.48,290.22,299.47
"2014-03-04",287.78,290.52,299.79
"2014-03-05",288.33,291.08,300.37
"2014-03-06",288.45,291.21,300.51
"2014-03-07",288.3,291.06,300.35
"2014-03-10",288.48,291.24,300.56
"2014-03-11",288.38,291.13,300.46
"2014-03-12",288.42,291.18,300.51
"2014-03-13",288.35,291.11,300.44
"2014-03-14",288.33,291.09,300.43
"2014-03-17",288.56,291.33,300.69
"2014-03-18",288.81,291.58,300.95
"2014-03-19",288.76,291.53,300.91
"2014-03-20",288.4,291.17,300.54
"2014-03-21",288.62,291.39,300.77
"2014-03-24",288.82,291.59,301.0
"2014-03-25",288.79,291.56,300.97
"2014-03-26",288.87,291.64,301.06
"2014-03-27",288.85,291.62,301.05
"2014-03-28",289.0,291.78,301.21
"2014-03-31",289.07,291.85,301.3
"2014-04-01",289.03,291.81,301.27
"2014-04-02",289.02,291.8,301.26
"2014-04-03",289.13,291.91,301.38
"2014-04-04",289.5,292.29,301.77
"2014-04-07",289.7,292.49,302.0
"2014-04-08",289.89,292.69,302.2
"2014-04-09",289.8,292.6,302.12
"2014-04-10",290.11,292.9,302.44
"2014-04-11",289.95,292.75,302.29
"2014-04-14",289.92,292.72,302.27
"2014-04-15",289.63,292.43,301.97
"2014-04-16",289.46,292.26,301.81
"2014-04-17",289.45,292.25,301.8
"2014-04-22",289.51,292.32,301.89
"2014-04-23",289.59,292.39,301.98
"2014-04-24",289.8,292.61,302.21
"2014-04-25",289.78,292.59,302.19
"2014-04-28",289.92,292.73,302.35
"2014-04-29",290.0,292.82,302.45
"2014-04-30",290.57,293.39,303.04
"2014-05-02",290.62,293.44,303.11
"2014-05-05",290.76,293.59,303.28
"2014-05-06",290.74,293.56,303.25
"2014-05-07",291.25,294.08,303.79
"2014-05-08",291.66,294.5,304.23
"2014-05-09",291.62,294.46,304.2
"2014-05-12",291.5,294.33,304.08
"2014-05-13",291.9,294.74,304.51
"2014-05-14",292.35,295.2,304.99
"2014-05-15",292.37,295.22,305.01
"2014-05-16",292.25,295.09,304.89
"2014-05-19",292.24,295.09,304.91
"2014-05-20",291.77,294.61,304.41
"2014-05-21",292.22,295.07,304.89
"2014-05-22",292.82,295.67,305.52
"2014-05-23",292.97,295.83,305.69
"2014-05-26",293.14,296.01,305.89
"2014-05-27",293.08,295.94,305.82
"2014-05-28",293.35,296.22,306.11
"2014-05-29",293.4,296.27,306.17
"2014-05-30",293.21,296.08,305.98
"2014-06-02",293.39,296.27,306.19
"2014-06-03",293.47,296.34,306.27
"2014-06-04",293.6,296.48,306.42
"2014-06-05",293.91,296.79,306.75
"2014-06-06",294.74,297.63,307.62
"2014-06-09",294.94,297.83,307.85
"2014-06-10",294.6,297.49,307.5
"2014-06-11",294.3,297.19,307.19
"2014-06-12",294.6,297.49,307.51
"2014-06-13",294.93,297.83,307.86
"2014-06-16",294.52,297.42,307.45
"2014-06-17",294.43,297.33,307.37
"2014-06-18",294.5,297.4,307.44
"2014-06-20",294.03,296.92,306.96
"2014-06-23",294.42,297.32,307.39
"2014-06-24",295.13,298.04,308.14
"2014-06-25",295.57,298.48,308.6
"2014-06-26",295.61,298.53,308.65
"2014-06-27",295.55,298.46,308.59
"2014-06-30",295.56,298.47,308.62
"2014-07-01",295.73,298.65,308.8
"2014-07-02",295.6,298.52,308.68
"2014-07-03",295.37,298.29,308.44
"2014-07-04",295.9,298.83,309.01
"2014-07-07",296.14,299.07,309.28
"2014-07-08",296.46,299.39,309.61
"2014-07-09",296.23,299.16,309.38
"2014-07-10",296.2,299.13,309.36
"2014-07-11",296.09,299.02,309.25
"2014-07-14",296.26,299.2,309.45
"2014-07-15",295.94,298.88,309.12
"2014-07-16",296.17,299.11,309.36
"2014-07-17",296.36,299.3,309.56
"2014-07-18",296.55,299.49,309.77
"2014-07-21",296.48,299.42,309.71
"2014-07-22",296.62,299.57,309.87
"2014-07-23",297.23,300.18,310.51
"2014-07-24",297.11,300.07,310.4
"2014-07-25",297.26,300.22,310.56
"2014-07-28",297.37,300.33,310.69
"2014-07-29",297.55,300.51,310.88
"2014-07-30",297.34,300.3,310.67
"2014-07-31",296.67,299.63,309.98
"2014-08-01",296.45,299.4,309.75
"2014-08-04",297.11,300.07,310.46
"2014-08-05",296.62,299.58,309.95
"2014-08-06",296.39,299.35,309.72
"2014-08-07",296.86,299.82,310.21
"2014-08-08",296.84,299.81,310.21
"2014-08-11",297.32,300.29,310.72
"2014-08-12",297.23,300.2,310.63
"2014-08-13",297.57,300.54,311.0
"2014-08-14",297.89,300.87,311.34
"2014-08-18",298.19,301.18,311.68
"2014-08-19",298.42,301.4,311.92
"2014-08-20",298.28,301.26,311.78
"2014-08-21",298.28,301.26,311.78
"2014-08-22",298.31,301.29,311.82
"2014-08-25",298.61,301.6,312.16
"2014-08-26",298.89,301.89,312.46
"2014-08-27",299.03,302.03,312.61
"2014-08-28",298.78,301.77,312.35
"2014-08-29",298.87,301.87,312.46
"2014-09-01",299.0,302.0,312.61
"2014-09-02",298.89,301.89,312.5
"2014-09-03",299.35,302.36,312.99
"2014-09-04",299.53,302.54,313.18
"2014-09-05",299.8,302.81,313.47
"2014-09-08",300.42,303.44,314.14
"2014-09-09",299.64,302.66,313.33
"2014-09-10",299.55,302.57,313.25
"2014-09-11",299.74,302.76,313.45
"2014-09-12",299.29,302.3,312.98
"2014-09-15",299.54,302.56,313.26
"2014-09-16",299.54,302.57,313.27
"2014-09-17",299.67,302.7,313.42
"2014-09-18",299.53,302.55,313.27
"2014-09-19",299.8,302.83,313.56
"2014-09-22",300.16,303.19,313.96
"2014-09-23",300.39,303.43,314.2
"2014-09-24",301.02,304.06,314.86
"2014-09-25",301.36,304.41,315.23
"2014-09-26",300.77,303.82,314.62
"2014-09-29",300.67,303.72,314.54
"2014-09-30",300.5,303.54,314.36
"2014-10-01",300.85,303.9,314.74
"2014-10-02",300.79,303.83,314.67
"2014-10-03",300.59,303.64,314.48
"2014-10-06",300.95,304.0,314.87
"2014-10-07",301.21,304.27,315.15
"2014-10-08",301.5,304.57,315.46
"2014-10-09",302.55,305.63,316.57
"2014-10-10",302.39,305.46,316.4
"2014-10-13",302.66,305.73,316.7
"2014-10-14",303.41,306.49,317.49
"2014-10-15",303.5,306.59,317.59
"2014-10-16",302.3,305.38,316.35
"2014-10-17",302.73,305.81,316.8
"2014-10-20",302.96,306.04,317.06
"2014-10-21",302.93,306.02,317.04
"2014-10-22",303.14,306.22,317.26
"2014-10-23",303.16,306.25,317.29
"2014-10-24",303.05,306.14,317.18
"2014-10-27",303.04,306.13,317.19
"2014-10-28",303.24,306.33,317.41
"2014-10-29",303.48,306.58,317.66
"2014-10-30",303.31,306.41,317.49
"2014-10-31",303.82,306.92,318.03
"2014-11-03",303.72,306.82,317.94
"2014-11-04",303.87,306.97,318.11
"2014-11-05",303.33,306.43,317.55
"2014-11-06",303.1,306.2,317.31
"2014-11-07",302.91,306.01,317.12
"2014-11-10",303.31,306.42,317.56
"2014-11-12",303.67,306.78,317.95
"2014-11-13",304.3,307.42,318.62
"2014-11-14",303.48,306.59,317.76
"2014-11-17",303.53,306.65,317.84
"2014-11-18",303.43,306.55,317.74
"2014-11-19",303.08,306.19,317.38
"2014-11-20",303.53,306.65,317.86
"2014-11-21",304.11,307.24,318.47
"2014-11-24",304.24,307.37,318.63
"2014-11-25",304.43,307.56,318.83
"2014-11-26",304.91,308.05,319.34
"2014-11-27",304.97,308.11,319.41
"2014-11-28",305.04,308.18,319.49
"2014-12-01",304.6,307.74,319.05
"2014-12-02",304.05,307.19,318.48
"2014-12-03",303.64,306.77,318.05
"2014-12-04",303.57,306.7,317.98
"2014-12-05",303.24,306.37,317.65
"2014-12-08",303.49,306.62,317.92
"2014-12-09",303.58,306.71,318.03
"2014-12-10",303.4,306.53,317.85
"2014-12-11",303.42,306.55,317.87
"2014-12-12",303.55,306.68,318.01
"2014-12-15",304.05,307.19,318.56
"2014-12-16",303.3,306.43,317.77
"2014-12-17",303.44,306.58,317.93
"2014-12-18",303.89,307.04,318.41
"2014-12-19",303.63,306.77,318.14
"2014-12-22",304.07,307.22,318.62
"2014-12-23",304.26,307.42,318.83
"2014-12-29",304.3,307.46,318.91
"2014-12-30",304.29,307.45,318.91
"2015-01-02",304.75,307.91,319.4
"2015-01-05",305.41,308.59,320.12
"2015-01-07",305.75,308.93,320.49
"2015-01-08",305.92,309.1,320.67
"2015-01-09",305.73,308.91,320.47
"2015-01-12",306.14,309.33,320.93
"2015-01-13",306.05,309.23,320.84
"2015-01-14",306.5,309.7,321.32
"2015-01-15",306.59,309.79,321.42
"2015-01-16",306.49,309.68,321.32
"2015-01-19",306.26,309.45,321.09
"2015-01-20",306.08,309.28,320.92
"2015-01-21",306.27,309.47,321.12
"2015-01-22",306.78,309.98,321.66
"2015-01-23",307.93,311.14,322.87
"2015-01-26",307.84,311.05,322.79
"2015-01-27",308.58,311.8,323.58
"2015-01-28",308.57,311.8,323.58
"2015-01-29",308.68,311.91,323.7
"2015-01-30",308.85,312.08,323.89
"2015-02-02",308.6,311.84,323.65
"2015-02-03",308.38,311.62,323.42
"2015-02-04",308.38,311.62,323.43
"2015-02-05",307.88,311.11,322.91
"2015-02-06",307.31,310.53,322.31
"2015-02-09",306.52,309.73,321.5
"2015-02-10",306.45,309.67,321.44
"2015-02-11",306.33,309.54,321.31
"2015-02-12",307.73,310.96,322.79
"2015-02-13",307.79,311.02,322.86
"2015-02-16",307.71,310.94,322.8
"2015-02-17",307.25,310.48,322.32
"2015-02-18",306.66,309.88,321.71
"2015-02-19",307.1,310.33,322.18
"2015-02-20",306.63,309.86,321.7
"2015-02-23",307.03,310.26,322.13
"2015-02-24",307.42,310.66,322.55
"2015-02-25",307.95,311.2,323.11
"2015-02-26",308.4,311.65,323.59
"2015-02-27",308.1,311.35,323.28
"2015-03-02",308.13,311.38,323.33
"2015-03-03",307.95,311.2,323.15
"2015-03-04",307.4,310.64,322.57
"2015-03-05",307.32,310.56,322.5
"2015-03-06",306.4,309.64,321.54
"2015-03-09",306.03,309.27,321.18
"2015-03-10",306.0,309.23,321.14
"2015-03-11",306.31,309.55,321.48
"2015-03-12",306.69,309.93,321.88
"2015-03-13",306.38,309.63,321.57
"2015-03-16",306.68,309.93,321.9
"2015-03-17",306.64,309.89,321.86
"2015-03-18",306.82,310.07,322.06
"2015-03-19",307.77,311.04,323.07
"2015-03-20",308.32,311.59,323.65
"2015-03-23",308.23,311.5,323.57
"2015-03-24",308.26,311.53,323.61
"2015-03-25",308.54,311.82,323.91
"2015-03-26",307.94,311.21,323.29
"2015-03-27",307.91,311.19,323.27
"2015-03-30",308.08,311.36,323.46
"2015-03-31",308.01,311.28,323.39
"2015-04-01",308.15,311.43,323.55
"2015-04-02",308.14,311.41,323.54
"2015-04-07",308.48,311.77,323.93
"2015-04-08",308.74,312.03,324.21
"2015-04-09",308.52,311.8,323.98
"2015-04-10",308.5,311.79,323.97
"2015-04-13",308.26,311.55,323.74
"2015-04-14",308.49,311.78,323.99
"2015-04-15",308.81,312.11,324.33
"2015-04-16",308.62,311.92,324.14
"2015-04-17",308.55,311.85,324.07
"2015-04-20",308.45,311.75,323.99
"2015-04-21",308.01,311.31,323.53
"2015-04-22",307.24,310.53,322.73
"2015-04-23",307.1,310.38,322.58
"2015-04-24",307.24,310.53,322.74
"2015-04-27",307.24,310.53,322.75
"2015-04-28",306.71,310.0,322.21
"2015-04-29",306.39,309.67,321.88
"2015-04-30",306.01,309.29,321.48
"2015-05-04",306.16,309.44,321.67
"2015-05-05",305.23,308.5,320.69
"2015-05-06",303.97,307.23,319.38
"2015-05-07",304.41,307.68,319.85
"2015-05-08",305.52,308.8,321.02
"2015-05-11",304.96,308.24,320.45
"2015-05-12",304.21,307.48,319.67
"2015-05-13",304.43,307.7,319.9
"2015-05-14",304.6,307.88,320.09
"2015-05-15",304.68,307.96,320.18
"2015-05-18",304.65,307.93,320.17
"2015-05-19",304.94,308.22,320.48
"2015-05-20",304.89,308.18,320.44
"2015-05-21",304.98,308.26,320.53
"2015-05-22",304.99,308.28,320.55
"2015-05-25",304.4,307.68,319.95
"2015-05-26",304.15,307.43,319.69
"2015-05-27",304.2,307.49,319.76
"2015-05-28",304.32,307.61,319.89
"2015-05-29",304.34,307.63,319.92
"2015-06-01",304.1,307.38,319.68
"2015-06-02",303.93,307.22,319.51
"2015-06-03",303.27,306.55,318.83
"2015-06-05",302.73,306.0,318.26
"2015-06-08",302.84,306.12,318.4
"2015-06-09",302.74,306.01,318.3
"2015-06-10",302.54,305.82,318.1
"2015-06-11",302.86,306.14,318.44
"2015-06-12",302.5,305.78,318.07
"2015-06-15",301.79,305.06,317.34
"2015-06-16",301.51,304.78,317.06
"2015-06-17",301.78,305.05,317.34
"2015-06-18",302.14,305.42,317.73
"2015-06-19",302.22,305.5,317.82
"2015-06-22",302.69,305.98,318.33
"2015-06-23",302.95,306.24,318.61
"2015-06-24",302.87,306.16,318.53
"2015-06-25",302.85,306.15,318.53
"2015-06-26",302.75,306.04,318.42
"2015-06-29",301.81,305.09,317.45
"2015-06-30",302.13,305.42,317.79
"2015-07-01",302.51,305.8,318.2
"2015-07-02",302.69,305.99,318.4
"2015-07-03",302.99,306.29,318.72
"2015-07-06",302.76,306.06,318.5
"2015-07-07",303.49,306.8,319.28
"2015-07-08",303.93,307.25,319.74
"2015-07-09",304.44,307.76,320.28
"2015-07-10",304.1,307.42,319.93
"2015-07-13",304.1,307.42,319.95
"2015-07-14",304.04,307.36,319.89
"2015-07-15",304.36,307.69,320.24
"2015-07-16",304.66,307.99,320.56
"2015-07-17",305.23,308.57,321.17
"2015-07-20",305.33,308.67,321.29
"2015-07-21",305.17,308.51,321.13
"2015-07-22",305.28,308.62,321.25
"2015-07-23",305.09,308.43,321.05
"2015-07-24",305.39,308.73,321.38
"2015-07-27",305.51,308.85,321.52
"2015-07-28",305.41,308.76,321.42
"2015-07-29",305.16,308.51,321.17
"2015-07-30",305.09,308.43,321.1
"2015-07-31",305.14,308.49,321.16
"2015-08-03",305.23,308.58,321.27
"2015-08-04",305.18,308.53,321.23
"2015-08-05",304.72,308.07,320.75
"2015-08-06",304.46,307.8,320.48
"2015-08-07",304.81,308.15,320.85
"2015-08-10",305.14,308.5,321.23
"2015-08-11",305.64,309.0,321.76
"2015-08-12",306.07,309.44,322.22
"2015-08-13",305.96,309.33,322.11
"2015-08-14",306.42,309.8,322.6
"2015-08-17",306.55,309.93,322.76
"2015-08-18",306.47,309.85,322.68
"2015-08-19",306.62,310.0,322.84
"2015-08-20",306.85,310.23,323.09
"2015-08-21",306.88,310.27,323.13
"2015-08-24",305.94,309.32,322.16
"2015-08-25",305.24,308.61,321.42
"2015-08-26",305.38,308.75,321.58
"2015-08-27",305.43,308.81,321.64
"2015-08-28",305.74,309.12,321.97
"2015-08-31",305.5,308.88,321.74
"2015-09-01",304.91,308.28,321.12
"2015-09-02",304.68,308.05,320.89
"2015-09-03",305.13,308.5,321.37
"2015-09-04",305.76,309.14,322.04
"2015-09-07",305.65,309.03,321.94
"2015-09-08",305.48,308.87,321.77
"2015-09-09",305.45,308.84,321.75
"2015-09-10",305.42,308.81,321.72
"2015-09-11",305.0,308.38,321.28
"2015-09-14",305.43,308.82,321.76
"2015-09-15",305.18,308.56,321.49
"2015-09-16",304.9,308.28,321.21
"2015-09-17",305.16,308.55,321.49
"2015-09-18",306.2,309.6,322.6
"2015-09-21",306.15,309.55,322.56
"2015-09-22",306.71,310.12,323.16
"2015-09-23",306.69,310.1,323.14
"2015-09-24",306.8,310.21,323.26
"2015-09-25",306.4,309.81,322.85
"2015-09-28",306.65,310.07,323.14
"2015-09-29",306.45,309.87,322.93
"2015-09-30",306.59,310.0,323.08
"2015-10-01",307.16,310.59,323.69
"2015-10-02",308.19,311.63,324.78
"2015-10-05",308.66,312.1,325.29
"2015-10-06",308.34,311.78,324.97
"2015-10-07",308.12,311.56,324.74
"2015-10-08",308.14,311.58,324.77
"2015-10-09",308.01,311.45,324.64
"2015-10-12",307.98,311.42,324.62
"2015-10-13",307.51,310.95,324.14
"2015-10-14",307.95,311.4,324.61
"2015-10-15",308.32,311.76,325.0
"2015-10-16",308.17,311.61,324.85
"2015-10-19",308.12,311.57,324.82
"2015-10-20",307.86,311.31,324.55
"2015-10-21",308.06,311.51,324.76
"2015-10-22",308.72,312.17,325.46
"2015-10-23",309.07,312.53,325.84
"2015-10-26",308.91,312.38,325.7
"2015-10-27",309.32,312.79,326.13
"2015-10-28",309.7,313.18,326.54
"2015-10-29",309.0,312.47,325.81
"2015-10-30",309.23,312.7,326.05
"2015-11-02",308.93,312.4,325.76
"2015-11-03",308.84,312.31,325.67
"2015-11-04",308.44,311.9,325.25
"2015-11-05",308.14,311.6,324.95
"2015-11-06",307.52,310.98,324.31
"2015-11-09",307.12,310.57,323.9
"2015-11-10",307.8,311.27,324.62
"2015-11-12",308.64,312.11,325.52
"2015-11-13",308.96,312.44,325.86
"2015-11-16",309.12,312.6,326.05
"2015-11-17",308.83,312.31,325.75
"2015-11-18",308.69,312.17,325.61
"2015-11-19",308.83,312.31,325.76
"2015-11-20",309.09,312.57,326.05
"2015-11-23",308.88,312.37,325.85
"2015-11-24",309.19,312.69,326.18
"2015-11-25",309.44,312.93,326.45
"2015-11-26",309.72,313.22,326.75
"2015-11-27",309.66,313.16,326.7
"2015-11-30",309.44,312.94,326.48
"2015-12-01",309.51,313.01,326.57
"2015-12-02",309.53,313.03,326.59
"2015-12-03",308.78,312.27,325.81
"2015-12-04",308.0,311.49,324.99
"2015-12-07",308.52,312.02,325.56
"2015-12-08",308.16,311.65,325.19
"2015-12-09",307.74,311.23,324.75
"2015-12-10",307.18,310.66,324.16
"2015-12-11",306.29,309.76,323.23
"2015-12-14",305.61,309.08,322.53
"2015-12-15",306.25,309.72,323.21
"2015-12-16",305.97,309.45,322.93
"2015-12-17",307.1,310.59,324.13
"2015-12-18",307.42,310.91,324.47
"2015-12-21",307.79,311.29,324.88
"2015-12-22",307.42,310.91,324.49
"2015-12-23",307.38,310.88,324.46
"2015-12-28",307.43,310.94,324.55
"2015-12-29",307.94,311.44,325.08
"2015-12-30",308.25,311.76,325.42
"2016-01-04",308.03,311.54,325.22
"2016-01-05",308.7,312.22,325.93
"2016-01-07",308.79,312.31,326.04
"2016-01-08",309.07,312.6,326.35
"2016-01-11",309.45,312.99,326.77
"2016-01-12",309.84,313.38,327.18
"2016-01-13",310.32,313.87,327.7
"2016-01-14",309.81,313.35,327.16
"2016-01-15",309.24,312.78,326.58
"2016-01-18",307.86,311.38,325.13
"2016-01-19",307.92,311.44,325.2
"2016-01-20",307.87,311.39,325.15
"2016-01-21",307.82,311.34,325.11
"2016-01-22",308.12,311.65,325.44
"2016-01-25",308.1,311.64,325.44
"2016-01-26",308.25,311.79,325.6
"2016-01-27",308.41,311.95,325.78
"2016-01-28",308.85,312.39,326.24
"2016-01-29",309.13,312.67,326.54
"2016-02-01",308.94,312.48,326.36
"2016-02-02",309.1,312.65,326.54
"2016-02-03",309.13,312.68,326.58
"2016-02-04",309.39,312.94,326.86
"2016-02-05",309.31,312.86,326.78
"2016-02-08",309.18,312.73,326.66
"2016-02-09",308.89,312.44,326.36
"2016-02-10",309.22,312.78,326.72
"2016-02-11",309.15,312.71,326.65
"2016-02-12",309.72,313.28,327.26
"2016-02-15",309.81,313.38,327.38
"2016-02-16",309.76,313.33,327.33
"2016-02-17",309.95,313.52,327.53
"2016-02-18",310.6,314.18,328.23
"2016-02-19",310.68,314.27,328.32
"2016-02-22",310.85,314.44,328.52
"2016-02-23",311.03,314.62,328.72
"2016-02-24",311.29,314.88,329.0
"2016-02-25",311.25,314.85,328.97
"2016-02-26",310.88,314.47,328.57
"2016-02-29",310.84,314.43,328.56
"2016-03-01",310.98,314.57,328.71
"2016-03-02",310.58,314.17,328.3
"2016-03-03",310.47,314.06,328.18
"2016-03-04",310.7,314.29,328.43
"2016-03-07",311.07,314.67,328.85
"2016-03-08",311.13,314.74,328.92
"2016-03-09",311.07,314.67,328.86
"2016-03-10",311.39,315.0,329.21
"2016-03-11",311.8,315.41,329.64
"2016-03-14",311.79,315.4,329.65
"2016-03-15",311.67,315.29,329.53
"2016-03-16",311.27,314.88,329.12
"2016-03-17",311.89,315.51,329.78
"2016-03-18",312.22,315.84,330.13
"2016-03-21",312.06,315.68,329.98
"2016-03-22",311.88,315.5,329.8
"2016-03-23",311.72,315.35,329.64
"2016-03-24",311.92,315.54,329.85
"2016-03-29",312.04,315.67,330.01
"2016-03-30",311.95,315.58,329.92
"2016-03-31",312.21,315.85,330.21
"2016-04-01",312.46,316.1,330.48
"2016-04-04",312.4,316.04,330.43
"2016-04-05",312.22,315.86,330.25
"2016-04-06",312.02,315.66,330.05
"2016-04-07",311.7,315.34,329.72
"2016-04-08",312.12,315.76,330.16
"2016-04-11",312.44,316.08,330.52
"2016-04-12",312.1,315.74,330.17
"2016-04-13",312.3,315.94,330.39
"2016-04-14",312.19,315.83,330.28
"2016-04-15",312.34,315.99,330.44
"2016-04-18",312.34,316.0,330.47
"2016-04-19",312.52,316.18,330.66
"2016-04-20",312.79,316.45,330.96
"2016-04-21",312.36,316.01,330.5
"2016-04-22",312.06,315.71,330.19
"2016-04-25",311.99,315.64,330.14
"2016-04-26",311.95,315.61,330.11
"2016-04-27",312.04,315.7,330.21
"2016-04-28",312.13,315.78,330.3
"2016-04-29",312.05,315.7,330.23
"2016-05-02",311.77,315.43,329.96
"2016-05-04",311.62,315.28,329.81
"2016-05-05",311.65,315.31,329.85
"2016-05-06",312.0,315.67,330.22
"2016-05-09",312.22,315.89,330.48
"2016-05-10",312.11,315.78,330.37
"2016-05-11",312.21,315.88,330.48
"2016-05-12",312.29,315.96,330.57
"2016-05-13",312.37,316.05,330.66
"2016-05-16",312.69,316.37,331.02
"2016-05-17",312.59,316.27,330.92
"2016-05-18",312.32,316.0,330.64
"2016-05-19",312.01,315.69,330.32
"2016-05-20",311.82,315.5,330.13
"2016-05-23",311.55,315.22,329.86
"2016-05-24",311.76,315.43,330.08
"2016-05-25",312.0,315.68,330.35
"2016-05-27",312.19,315.88,330.56
"2016-05-30",311.87,315.56,330.25
"2016-05-31",311.84,315.53,330.22
"2016-06-01",311.65,315.33,330.02
"2016-06-02",311.53,315.22,329.91
"2016-06-03",311.84,315.53,330.24
"2016-06-06",311.53,315.22,329.93
"2016-06-07",311.81,315.5,330.23
"2016-06-08",312.28,315.97,330.73
"2016-06-09",312.45,316.15,330.92
"2016-06-10",312.31,316.01,330.78
"2016-06-13",311.82,315.51,330.28
"2016-06-14",310.97,314.66,329.39
"2016-06-15",311.05,314.74,329.48
"2016-06-16",311.17,314.86,329.61
"2016-06-17",311.99,315.69,330.49
"2016-06-20",312.97,316.69,331.55
"2016-06-21",312.48,316.19,331.04
"2016-06-22",312.96,316.68,331.55
"2016-06-23",313.34,317.06,331.96
"2016-06-24",311.74,315.44,330.27
"2016-06-27",313.12,316.84,331.75
"2016-06-28",313.5,317.23,332.16
"2016-06-29",314.28,318.02,332.99
"2016-06-30",314.61,318.35,333.35
"2016-07-01",314.85,318.6,333.61
"2016-07-04",314.9,318.65,333.69
"2016-07-05",315.53,319.29,334.36
"2016-07-06",315.25,319.01,334.07
"2016-07-07",314.74,318.49,333.54
"2016-07-08",315.33,319.09,334.17
"2016-07-11",315.69,319.46,334.57
"2016-07-12",315.8,319.57,334.7
"2016-07-13",315.73,319.5,334.62
"2016-07-14",315.65,319.41,334.54
"2016-07-15",315.48,319.24,334.37
"2016-07-18",315.69,319.46,334.61
"2016-07-19",315.58,319.35,334.5
"2016-07-20",315.29,319.06,334.2
"2016-07-21",315.43,319.2,334.36
"2016-07-22",315.52,319.3,334.46
"2016-07-25",315.6,319.37,334.56
"2016-07-26",315.49,319.27,334.46
"2016-07-27",315.6,319.38,334.58
"2016-07-28",315.58,319.36,334.56
"2016-07-29",315.61,319.39,334.61
"2016-08-01",316.39,320.18,335.45
"2016-08-02",316.32,320.11,335.38
"2016-08-03",316.69,320.49,335.78
"2016-08-04",316.91,320.71,336.02
"2016-08-05",316.58,320.37,335.67
"2016-08-08",316.59,320.39,335.71
"2016-08-09",316.92,320.73,336.07
"2016-08-10",317.43,321.24,336.61
"2016-08-11",317.51,321.32,336.7
"2016-08-12",318.11,321.93,337.34
"2016-08-16",317.93,321.75,337.18
"2016-08-17",317.81,321.63,337.06
"2016-08-18",318.11,321.93,337.39
"2016-08-19",318.29,322.12,337.58
"2016-08-22",318.33,322.17,337.65
"2016-08-23",318.39,322.22,337.71
"2016-08-24",318.41,322.25,337.75
"2016-08-25",318.34,322.17,337.68
"2016-08-26",318.5,322.34,337.86
"2016-08-29",318.42,322.26,337.79
"2016-08-30",318.26,322.1,337.62
"2016-08-31",318.05,321.89,337.42
"2016-09-01",317.67,321.5,337.01
"2016-09-02",317.14,320.97,336.46
"2016-09-05",317.15,320.98,336.49
"2016-09-06",317.64,321.47,337.01
"2016-09-07",318.11,321.96,337.53
"2016-09-08",317.39,321.23,336.77
"2016-09-09",317.17,321.01,336.54
"2016-09-12",317.14,320.98,336.53
"2016-09-13",317.08,320.92,336.47
"2016-09-14",317.17,321.01,336.57
